"jahr","Dauersiedelungsraum","Versiegelt","Fläche","gemeinde","gkz","Versiegelt_percapita"
"2015",11800711,514375.05,13203345,"Steegen","40828",495
"2016",11800711,515966.05,13203345,"Steegen","40828",492
"2002",20944684,726031.4,24602550,"Taufkirchen an der Trattnach","40829",345
"2003",20944372,727484.45,24602010,"Taufkirchen an der Trattnach","40829",350
"2004",20944411,727803,24601948,"Taufkirchen an der Trattnach","40829",354
"2005",20939999,730519.4,24601850,"Taufkirchen an der Trattnach","40829",359
"2006",20934007,741841.5,24601850,"Taufkirchen an der Trattnach","40829",362
"2007",20939408,742822,24601175,"Taufkirchen an der Trattnach","40829",363
"2008",20941690,743172.15,24602993,"Taufkirchen an der Trattnach","40829",364
"2009",20917711,755133.95,24604236,"Taufkirchen an der Trattnach","40829",375
"2010",20919014,760058.4,24605944,"Taufkirchen an der Trattnach","40829",375
"2011",20875694,830950.8,24611049,"Taufkirchen an der Trattnach","40829",410
"2012",20872670,809488.8,24611369,"Taufkirchen an der Trattnach","40829",406
"2013",20835118,856287.6,24611157,"Taufkirchen an der Trattnach","40829",433
"2014",20840799,906288.6,24610840,"Taufkirchen an der Trattnach","40829",466
"2015",20840804,907718.8,24610550,"Taufkirchen an der Trattnach","40829",464
"2016",20840730,909794.3,24611430,"Taufkirchen an der Trattnach","40829",459
"2002",7807717,203218.2,9554556,"Tollet","40830",231
"2003",7801948,208361.35,9553375,"Tollet","40830",239
"2004",7795293,210623.2,9547479,"Tollet","40830",244
"2005",7750354,212995.1,9548926,"Tollet","40830",249
"2006",7749365,213627.95,9547264,"Tollet","40830",249
"2007",7739388,214121.8,9547293,"Tollet","40830",256
"2008",7738439,216654.2,9547446,"Tollet","40830",254
"2009",7739470,216937.4,9547245,"Tollet","40830",251
"2010",7739481,218120.45,9541277,"Tollet","40830",243
"2011",7685907,299823.35,9550492,"Tollet","40830",335
"2012",7677541,310901.25,9542325,"Tollet","40830",343
"2013",7684523,311393.25,9547302,"Tollet","40830",346
"2014",7694412,351948.85,9548839,"Tollet","40830",398
"2015",7683976,351206.05,9546981,"Tollet","40830",388
"2016",7680737,354857.85,9546981,"Tollet","40830",394
"2002",30299938,1023283.5,34250166,"Waizenkirchen","40831",279
"2003",30300059,1017274.2,34250287,"Waizenkirchen","40831",277
"2004",30300040,1018657.35,34250299,"Waizenkirchen","40831",278
"2005",30300164,1020131.8,34250286,"Waizenkirchen","40831",281
"2006",30300513,1029535.35,34250274,"Waizenkirchen","40831",282
"2007",30296081,1027266.35,34250380,"Waizenkirchen","40831",281
"2008",30295026,1028618.9,34250456,"Waizenkirchen","40831",282
"2009",30295012,1044900.3,34250442,"Waizenkirchen","40831",284
"2010",30296196,1053465.7,34250957,"Waizenkirchen","40831",286
"2011",30273290,1249905.4,34251042,"Waizenkirchen","40831",347
"2012",30273055,1303917.4,34251402,"Waizenkirchen","40831",360
"2013",30245239,1385021.25,34251218,"Waizenkirchen","40831",382
"2014",30271252,1392148.05,34251258,"Waizenkirchen","40831",385
"2015",30282628,1394877.45,34251158,"Waizenkirchen","40831",383
"2016",30231607,1395867.05,34251194,"Waizenkirchen","40831",382
"2002",12900733,682021.5,14632438,"Wallern an der Trattnach","40832",236
"2003",12901024,684751.8,14632694,"Wallern an der Trattnach","40832",235
"2004",12903586,689238.95,14632826,"Wallern an der Trattnach","40832",237
"2005",12903905,690322.05,14633017,"Wallern an der Trattnach","40832",238
"2006",12895766,698257.3,14631783,"Wallern an der Trattnach","40832",240
"2007",12891763,698931.75,14630318,"Wallern an der Trattnach","40832",243
"2008",12885907,702598.75,14629957,"Wallern an der Trattnach","40832",245
"2009",12782466,951109.65,14627467,"Wallern an der Trattnach","40832",333
"2010",12772724,947929.7,14627393,"Wallern an der Trattnach","40832",337
"2011",12771656,952208.55,14626124,"Wallern an der Trattnach","40832",337
"2012",12818410,970810.65,14625376,"Wallern an der Trattnach","40832",339
"2013",12818300,971996.95,14625112,"Wallern an der Trattnach","40832",337
"2014",12818124,974326.15,14624948,"Wallern an der Trattnach","40832",331
"2015",12815362,975426.35,14624260,"Wallern an der Trattnach","40832",329
"2016",12816875,1034022.2,14625431,"Wallern an der Trattnach","40832",349
"2002",15167761,673771.5,17472980,"Weibern","40833",428
"2003",15167721,674566.8,17472699,"Weibern","40833",427
"2004",15167144,675495.2,17472122,"Weibern","40833",422
"2005",15164362,676751.4,17472122,"Weibern","40833",423
"2006",15168589,686018.4,17472122,"Weibern","40833",427
"2007",15168650,687233.15,17472122,"Weibern","40833",426
"2008",15167276,690606.55,17472398,"Weibern","40833",427
"2009",15154515,835847.3,17472398,"Weibern","40833",515
"2010",15150032,839133.55,17472398,"Weibern","40833",514
"2011",15149522,839345.55,17472289,"Weibern","40833",518
"2012",15152009,816466.9,17472225,"Weibern","40833",507
"2013",15145661,817753.45,17472223,"Weibern","40833",501
"2014",15140119,818976.15,17472226,"Weibern","40833",499
"2015",15140120,820680.75,17472228,"Weibern","40833",489
"2016",15133692,821368.15,17472018,"Weibern","40833",481
"2002",11584050,380709.3,12824350,"Wendling","40834",458
"2003",11551375,376115.6,12824350,"Wendling","40834",458
"2004",11551375,377712.05,12824350,"Wendling","40834",462
"2005",11553278,379137.35,12826022,"Wendling","40834",469
"2006",11550071,380250.4,12826022,"Wendling","40834",474
"2007",11550071,378596.05,12826022,"Wendling","40834",465
"2008",11550072,379098.2,12826022,"Wendling","40834",465
"2009",11440505,445698.75,12826022,"Wendling","40834",555
"2010",11435835,445421.45,12826022,"Wendling","40834",557
"2011",11435835,445147.85,12826022,"Wendling","40834",550
"2012",11430358,424753.35,12826022,"Wendling","40834",527
"2013",11473632,473683.35,12826022,"Wendling","40834",591
"2014",11471395,474827.35,12826022,"Wendling","40834",587
"2015",11469380,475026.55,12826022,"Wendling","40834",576
"2016",11469381,475032.1,12826022,"Wendling","40834",573
"2002",5623706,274930,8345788,"Edlbach","40901",412
"2003",5624228,274807.3,8346308,"Edlbach","40901",420
"2004",5624229,274870.3,8346314,"Edlbach","40901",413
"2005",5624126,275469.7,8346211,"Edlbach","40901",414
"2006",5608433,275734.35,8346106,"Edlbach","40901",413
"2007",5608458,276058.35,8346131,"Edlbach","40901",419
"2008",5608458,276075.35,8346131,"Edlbach","40901",413
"2009",5608449,276071.35,8346122,"Edlbach","40901",418
"2010",5608449,276477.35,8346122,"Edlbach","40901",422
"2011",5607108,276173.75,8346122,"Edlbach","40901",430
"2012",5522876,380349.3,8346125,"Edlbach","40901",587
"2013",5519148,425767.4,8346113,"Edlbach","40901",649
"2014",5518733,429430.75,8345852,"Edlbach","40901",656
"2015",5518733,429496.95,8345852,"Edlbach","40901",668
"2016",5519070,429615.85,8345584,"Edlbach","40901",666
"2002",19724613,1010816.95,43252157,"Grünburg","40902",263
"2003",19657022,1013043.85,43251900,"Grünburg","40902",261
"2004",19657498,1014351.7,43251302,"Grünburg","40902",260
"2005",19657004,1016028.1,43252113,"Grünburg","40902",259
"2006",19658907,1021108.1,43253765,"Grünburg","40902",261
"2007",19658422,1041001.25,43253539,"Grünburg","40902",269
"2008",19753013,1298420.9,43253338,"Grünburg","40902",338
"2009",19754848,1300235.8,43252760,"Grünburg","40902",340
"2010",19627301,1306550.75,43252917,"Grünburg","40902",344
"2011",19669852,1307497.35,43260150,"Grünburg","40902",343
"2012",19643983,1330694.2,43278954,"Grünburg","40902",345
"2013",19585559,1309354.75,43244248,"Grünburg","40902",343
"2014",19511608,1314916.65,43243739,"Grünburg","40902",348
"2015",19513836,1315647,43247056,"Grünburg","40902",348
"2016",19500758,1316393.75,43246472,"Grünburg","40902",348
"2002",9900395,517703.5,149484032,"Hinterstoder","40903",507
"2003",9794441,527431.75,149484124,"Hinterstoder","40903",528
"2004",9763963,529166.2,149484538,"Hinterstoder","40903",537
"2005",9814550,536216.4,149484724,"Hinterstoder","40903",552
"2006",9815106,537770.9,149489269,"Hinterstoder","40903",556
"2007",9501616,823930.95,149711151,"Hinterstoder","40903",851
"2008",9511487,829614.15,149707248,"Hinterstoder","40903",871
"2009",9512851,830839,149707248,"Hinterstoder","40903",890
"2010",9285157,840205.25,149707453,"Hinterstoder","40903",902
"2011",9289340,840463.65,149707453,"Hinterstoder","40903",908
"2012",9340220,915203.9,149707301,"Hinterstoder","40903",1005
"2013",9342613,915848.05,149707301,"Hinterstoder","40903",992
"2014",8898162,630408.9,149707280,"Hinterstoder","40903",697
"2015",8898150,631058.3,149707358,"Hinterstoder","40903",700
"2016",8896711,631077.2,149707003,"Hinterstoder","40903",684
"2002",15013990,535384,22712322,"Inzersdorf im Kremstal","40904",298
"2003",15018383,607974.35,22713905,"Inzersdorf im Kremstal","40904",338
"2004",15018410,606155.5,22713495,"Inzersdorf im Kremstal","40904",339
"2005",15017448,650192.05,22713427,"Inzersdorf im Kremstal","40904",365
"2006",15020740,653415.35,22713394,"Inzersdorf im Kremstal","40904",360
"2007",15021028,653647.2,22713390,"Inzersdorf im Kremstal","40904",358
"2008",15021689,661246.9,22714139,"Inzersdorf im Kremstal","40904",364
"2009",15022478,685985.3,22714611,"Inzersdorf im Kremstal","40904",370
"2010",14992469,803566.4,22714792,"Inzersdorf im Kremstal","40904",429
"2011",14971555,835922.85,22715311,"Inzersdorf im Kremstal","40904",448
"2012",14925504,854192.6,22717099,"Inzersdorf im Kremstal","40904",449
"2013",14924772,854522.5,22721513,"Inzersdorf im Kremstal","40904",444
"2014",14967985,858843.1,22721410,"Inzersdorf im Kremstal","40904",448
"2015",14969206,859148.55,22721410,"Inzersdorf im Kremstal","40904",455
"2016",14968570,858895.35,22721845,"Inzersdorf im Kremstal","40904",453
"2002",2666308,559105.8,2778697,"Kirchdorf an der Krems","40905",137
"2003",2666316,561951.4,2778705,"Kirchdorf an der Krems","40905",139
"2004",2666316,562869.85,2778705,"Kirchdorf an der Krems","40905",138
"2005",2666353,570114,2778705,"Kirchdorf an der Krems","40905",139
"2006",2665922,570744.05,2778724,"Kirchdorf an der Krems","40905",141
"2007",2665275,573883.4,2778720,"Kirchdorf an der Krems","40905",141
"2008",2664826,573919.85,2778717,"Kirchdorf an der Krems","40905",139
"2009",2665494,575716.5,2778719,"Kirchdorf an der Krems","40905",141
"2010",2665259,589380.6,2778730,"Kirchdorf an der Krems","40905",145
"2011",2665295,589619.6,2778766,"Kirchdorf an der Krems","40905",146
"2012",2667551,671472.05,2778788,"Kirchdorf an der Krems","40905",164
"2013",2667551,630475.45,2778788,"Kirchdorf an der Krems","40905",153
"2014",2667548,635091.75,2778789,"Kirchdorf an der Krems","40905",154
"2015",2660899,636653.45,2778805,"Kirchdorf an der Krems","40905",151
"2016",2660883,644493.9,2778789,"Kirchdorf an der Krems","40905",149
"2002",6716738,735116.05,108034052,"Klaus an der Pyhrnbahn","40906",630
"2003",6716379,736767,108034378,"Klaus an der Pyhrnbahn","40906",638
"2004",6715957,736865.65,108033627,"Klaus an der Pyhrnbahn","40906",644
"2005",6715957,737117.95,108033627,"Klaus an der Pyhrnbahn","40906",638
"2006",6717822,741879.9,108033551,"Klaus an der Pyhrnbahn","40906",638
"2007",6710738,743140.75,108033403,"Klaus an der Pyhrnbahn","40906",640
"2008",7278368,1093556.55,108033394,"Klaus an der Pyhrnbahn","40906",935
"2009",7388021,1147006.95,108033777,"Klaus an der Pyhrnbahn","40906",984
"2010",7360684,1149067.75,108034680,"Klaus an der Pyhrnbahn","40906",996
"2011",7360684,1149013.6,108034680,"Klaus an der Pyhrnbahn","40906",1011
"2012",7236975,1200190.6,108032743,"Klaus an der Pyhrnbahn","40906",1087
"2013",6998796,1057545.6,108032743,"Klaus an der Pyhrnbahn","40906",973
"2014",7341188,1107348.75,108032722,"Klaus an der Pyhrnbahn","40906",1024
"2015",7342066,1112111.85,108032546,"Klaus an der Pyhrnbahn","40906",1032
"2016",7341244,1111732.35,108032251,"Klaus an der Pyhrnbahn","40906",1030
"2002",34546957,1504774.35,42127239,"Kremsmünster","40907",234
"2003",34535582,1562280.2,42126753,"Kremsmünster","40907",242
"2004",34538638,1546943.65,42126458,"Kremsmünster","40907",240
"2005",34539991,1556754.45,42127478,"Kremsmünster","40907",242
"2006",34537593,1563368.95,42126431,"Kremsmünster","40907",243
"2007",34525762,1563306.75,42124897,"Kremsmünster","40907",243
"2008",34521196,1564362.55,42124732,"Kremsmünster","40907",244
"2009",34516717,1584260.2,42125110,"Kremsmünster","40907",246
"2010",34511090,1609453.75,42123004,"Kremsmünster","40907",251
"2011",34508292,1615657.8,42121991,"Kremsmünster","40907",250
"2012",34498393,1738683.3,42121245,"Kremsmünster","40907",269
"2013",34512179,1741063.1,42133506,"Kremsmünster","40907",271
"2014",34511200,1743241.85,42120974,"Kremsmünster","40907",272
"2015",34513248,1747502.3,42121240,"Kremsmünster","40907",271
"2016",34496687,1753764.4,42121092,"Kremsmünster","40907",268
"2002",18801034,1273961.1,50307512,"Micheldorf in Oberösterreich","40908",224
"2003",18804566,1274654.3,50308869,"Micheldorf in Oberösterreich","40908",220
"2004",18803057,1276059,50308821,"Micheldorf in Oberösterreich","40908",219
"2005",18801913,1283472.5,50308710,"Micheldorf in Oberösterreich","40908",219
"2006",18796775,1286310.7,50307654,"Micheldorf in Oberösterreich","40908",217
"2007",18796229,1287189.65,50308605,"Micheldorf in Oberösterreich","40908",215
"2008",18985644,1466451.7,50308556,"Micheldorf in Oberösterreich","40908",246
"2009",18997801,1475285.4,50308570,"Micheldorf in Oberösterreich","40908",248
"2010",18966453,1529273.3,50309583,"Micheldorf in Oberösterreich","40908",257
"2011",18966484,1529542.9,50309180,"Micheldorf in Oberösterreich","40908",258
"2012",18633326,1780475.7,50306988,"Micheldorf in Oberösterreich","40908",305
"2013",18639645,1815573.5,50307830,"Micheldorf in Oberösterreich","40908",311
"2014",18618176,1846946.7,50307854,"Micheldorf in Oberösterreich","40908",318
"2015",18619543,1848395.9,50308123,"Micheldorf in Oberösterreich","40908",318
"2016",18623368,1851520.4,50310513,"Micheldorf in Oberösterreich","40908",319
"2002",33671908,1580112.3,191403675,"Molln","40909",421
"2003",33676769,1595577.6,191406841,"Molln","40909",425
"2004",33666981,1596129.2,191406841,"Molln","40909",428
"2005",33665598,1600794.3,191407988,"Molln","40909",430
"2006",33621184,1604442.15,191407983,"Molln","40909",435
"2007",33620223,1608229.45,191407534,"Molln","40909",439
"2008",33533877,1629150.6,191408018,"Molln","40909",448
"2009",33465058,1686775,191408922,"Molln","40909",465
"2010",33444594,1688879.75,191414914,"Molln","40909",467
"2011",33640597,2131963.1,191419514,"Molln","40909",594
"2012",31446225,1791721.35,191421164,"Molln","40909",498
"2013",31445303,1791771.05,191420755,"Molln","40909",501
"2014",31460306,1817179.15,191421635,"Molln","40909",506
"2015",31462251,1819846.6,191421482,"Molln","40909",512
"2016",31356665,1821592.85,191422639,"Molln","40909",507
"2002",23520704,761331.6,30368465,"Nußbach","40910",337
"2003",23532774,773896.55,30367723,"Nußbach","40910",344
"2004",23532603,774903.15,30367487,"Nußbach","40910",342
"2005",23546412,783908.7,30368190,"Nußbach","40910",343
"2006",23534565,792179.05,30367619,"Nußbach","40910",345
"2007",23535869,791528.65,30365646,"Nußbach","40910",344
"2008",23529760,792339.15,30362253,"Nußbach","40910",349
"2009",23528888,793403.65,30346712,"Nußbach","40910",346
"2010",23529544,797925.3,30346752,"Nußbach","40910",348
"2011",23296547,1065643.55,30357095,"Nußbach","40910",472
"2012",23268739,1087457,30357510,"Nußbach","40910",482
"2013",23273094,1097739.4,30357392,"Nußbach","40910",496
"2014",23265734,1098441.85,30357165,"Nußbach","40910",492
"2015",23277438,1101069.45,30359469,"Nußbach","40910",494
"2016",23277203,1104623.35,30359650,"Nußbach","40910",491
"2002",7345334,283033.45,18276864,"Oberschlierbach","40911",607
"2003",7345297,283001.65,18276827,"Oberschlierbach","40911",617
"2004",7345297,283025.3,18276827,"Oberschlierbach","40911",614
"2005",7346833,283025.3,18276827,"Oberschlierbach","40911",606
"2006",7346833,283167.8,18276827,"Oberschlierbach","40911",604
"2007",7335862,285171.45,18276831,"Oberschlierbach","40911",611
"2008",7337582,286342.2,18276613,"Oberschlierbach","40911",613
"2009",7267781,287590.2,18276507,"Oberschlierbach","40911",608
"2010",7267800,287563.55,18276526,"Oberschlierbach","40911",614
"2011",7266711,288984.4,18272184,"Oberschlierbach","40911",615
"2012",7267397,308309.1,18272136,"Oberschlierbach","40911",662
"2013",7268421,308333.1,18272279,"Oberschlierbach","40911",662
"2014",7264630,309371.85,18272375,"Oberschlierbach","40911",670
"2015",7264630,310904.35,18272375,"Oberschlierbach","40911",644
"2016",7258247,312187.5,18271535,"Oberschlierbach","40911",637
"2002",43766466,1545143.25,54680379,"Pettenbach","40912",327
"2003",43753982,1558551.65,54673144,"Pettenbach","40912",327
"2004",43758673,1577205.6,54680752,"Pettenbach","40912",330
"2005",43768074,1583482.25,54681065,"Pettenbach","40912",327
"2006",43775720,1590368.65,54688749,"Pettenbach","40912",329
"2007",43776322,1595093.6,54689262,"Pettenbach","40912",328
"2008",43776376,1598000.8,54689875,"Pettenbach","40912",326
"2009",43777239,1617046.75,54688599,"Pettenbach","40912",326
"2010",43772888,1650729.05,54686089,"Pettenbach","40912",333
"2011",43775267,1656846.25,54684328,"Pettenbach","40912",334
"2012",43779234,1801652.5,54685758,"Pettenbach","40912",362
"2013",43774088,1834518.15,54690090,"Pettenbach","40912",366
"2014",43786530,1846188.7,54695216,"Pettenbach","40912",363
"2015",43761581,1856583.95,54694794,"Pettenbach","40912",362
"2016",43753485,1860402,54694175,"Pettenbach","40912",359
"2002",28207584,835335.2,31104093,"Ried im Traunkreis","40913",345
"2003",28207431,836000.75,31103940,"Ried im Traunkreis","40913",342
"2004",28189910,924174.45,31104088,"Ried im Traunkreis","40913",378
"2005",28046975,1076852.7,31132637,"Ried im Traunkreis","40913",436
"2006",28047047,1077929,31132501,"Ried im Traunkreis","40913",429
"2007",28067534,1077399.75,31134858,"Ried im Traunkreis","40913",431
"2008",28064758,1077713.65,31131877,"Ried im Traunkreis","40913",427
"2009",28068236,1080664.6,31133139,"Ried im Traunkreis","40913",416
"2010",28070000,1088975.4,31135072,"Ried im Traunkreis","40913",416
"2011",28077400,1127708.7,31138882,"Ried im Traunkreis","40913",428
"2012",28081804,1203641.85,31141914,"Ried im Traunkreis","40913",455
"2013",28081794,1213303.05,31143047,"Ried im Traunkreis","40913",454
"2014",28123007,1223689.55,31143128,"Ried im Traunkreis","40913",462
"2015",28123033,1224421.2,31143096,"Ried im Traunkreis","40913",461
"2016",28117368,1228125.75,31143151,"Ried im Traunkreis","40913",456
"2002",6790751,429388.4,108284516,"Rosenau am Hengstpaß","40914",581
"2003",6743357,433254.3,108284516,"Rosenau am Hengstpaß","40914",577
"2004",6750333,434028.05,108284515,"Rosenau am Hengstpaß","40914",584
"2005",6753314,436369.5,108284515,"Rosenau am Hengstpaß","40914",591
"2006",6819987,437378.05,108284515,"Rosenau am Hengstpaß","40914",594
"2007",6807824,440335.7,108284716,"Rosenau am Hengstpaß","40914",606
"2008",6807376,440035.7,108284233,"Rosenau am Hengstpaß","40914",595
"2009",6828738,449441.3,108285103,"Rosenau am Hengstpaß","40914",602
"2010",7329772,758574.25,108286069,"Rosenau am Hengstpaß","40914",1031
"2011",7231030,785500.7,108286048,"Rosenau am Hengstpaß","40914",1097
"2012",6236104,543247.65,108285878,"Rosenau am Hengstpaß","40914",783
"2013",6233158,543742.45,108285750,"Rosenau am Hengstpaß","40914",785
"2014",6227649,539933.25,108285725,"Rosenau am Hengstpaß","40914",789
"2015",6227346,539933.25,108285306,"Rosenau am Hengstpaß","40914",805
"2016",6193829,524223.55,108285618,"Rosenau am Hengstpaß","40914",774
"2002",14738792,819271.55,67499275,"Roßleithen","40915",450
"2003",14741951,823092.95,67499117,"Roßleithen","40915",451
"2004",14793866,876682.25,67492724,"Roßleithen","40915",478
"2005",14798303,888524.6,67492754,"Roßleithen","40915",485
"2006",14799618,894141.1,67492961,"Roßleithen","40915",486
"2007",14798779,894842.45,67487565,"Roßleithen","40915",481
"2008",14774561,915619.4,67482431,"Roßleithen","40915",497
"2009",14745931,916680.65,67482228,"Roßleithen","40915",497
"2010",14751862,920852.65,67486315,"Roßleithen","40915",490
"2011",14778341,955300.65,67487851,"Roßleithen","40915",511
"2012",14569260,907187.3,67486711,"Roßleithen","40915",487
"2013",14321926,955187.45,67487622,"Roßleithen","40915",508
"2014",14321769,958071.95,67486275,"Roßleithen","40915",503
"2015",14315621,960791.55,67486816,"Roßleithen","40915",509
"2016",14288221,966395.55,67487041,"Roßleithen","40915",509
"2002",4974126,427561.1,47130847,"Sankt Pankraz","40916",1125
"2003",4974071,427993.8,47130850,"Sankt Pankraz","40916",1141
"2004",4978848,435977,47130562,"Sankt Pankraz","40916",1156
"2005",4843796,443023.2,47130562,"Sankt Pankraz","40916",1127
"2006",4843450,451073.25,47130562,"Sankt Pankraz","40916",1184
"2007",4843450,451073.25,47130562,"Sankt Pankraz","40916",1222
"2008",4850400,455427.95,47135087,"Sankt Pankraz","40916",1269
"2009",4849592,456126.65,47135494,"Sankt Pankraz","40916",1246
"2010",4849592,452279.95,47135494,"Sankt Pankraz","40916",1243
"2011",4851865,454632.9,47135796,"Sankt Pankraz","40916",1263
"2012",4590761,431463,47137008,"Sankt Pankraz","40916",1240
"2013",4590927,431965.6,47136936,"Sankt Pankraz","40916",1282
"2014",4599974,509703.45,47142044,"Sankt Pankraz","40916",1477
"2015",4599974,510449.25,47142044,"Sankt Pankraz","40916",1506
"2016",4604848,511701.4,47142258,"Sankt Pankraz","40916",1450
"2002",15411698,778017.75,18443843,"Schlierbach","40917",283
"2003",15412896,787213.8,18444285,"Schlierbach","40917",283
"2004",15410217,791148.55,18441235,"Schlierbach","40917",288
"2005",15410669,798478.05,18441561,"Schlierbach","40917",290
"2006",15410624,798688.5,18441516,"Schlierbach","40917",292
"2007",15406842,798630.05,18440988,"Schlierbach","40917",291
"2008",15400789,805108.65,18441031,"Schlierbach","40917",292
"2009",15406170,823287.6,18441228,"Schlierbach","40917",295
"2010",15419407,864999.3,18439247,"Schlierbach","40917",314
"2011",15400687,902702.05,18439005,"Schlierbach","40917",326
"2012",15404411,1102830.7,18438720,"Schlierbach","40917",398
"2013",15414990,1107497.9,18438480,"Schlierbach","40917",399
"2014",15607499,1100295.35,18438585,"Schlierbach","40917",392
"2015",15420829,1101517.15,18438033,"Schlierbach","40917",388
"2016",15419943,1102196.4,18437304,"Schlierbach","40917",384
"2002",20899054,1468802.25,108922060,"Spital am Pyhrn","40918",646
"2003",20695271,1473967.85,108889605,"Spital am Pyhrn","40918",646
"2004",20699199,1509233.55,108923135,"Spital am Pyhrn","40918",666
"2005",20738223,1534362.85,108922649,"Spital am Pyhrn","40918",684
"2006",20707803,1535280.35,108874342,"Spital am Pyhrn","40918",691
"2007",20709268,1536967.65,108875177,"Spital am Pyhrn","40918",695
"2008",20967597,1625890,108889651,"Spital am Pyhrn","40918",741
"2009",20967044,1634646.1,108888849,"Spital am Pyhrn","40918",739
"2010",21037091,1731445.6,108888849,"Spital am Pyhrn","40918",787
"2011",21047149,1749419.75,108886572,"Spital am Pyhrn","40918",796
"2012",20756225,1814821.2,108887406,"Spital am Pyhrn","40918",819
"2013",20772776,1810331.9,108891615,"Spital am Pyhrn","40918",830
"2014",20677362,1797632.6,108891793,"Spital am Pyhrn","40918",827
"2015",20707532,1800679.1,108891789,"Spital am Pyhrn","40918",810
"2016",20382533,1770588.45,108891684,"Spital am Pyhrn","40918",793
"2002",10743028,535173.5,34795392,"Steinbach am Ziehberg","40919",635
"2003",10737182,534892.9,34795035,"Steinbach am Ziehberg","40919",639
"2004",10736992,537096.4,34794834,"Steinbach am Ziehberg","40919",636
"2005",10735767,537187.3,34794833,"Steinbach am Ziehberg","40919",640
"2006",10735879,538958.55,34794940,"Steinbach am Ziehberg","40919",630
"2007",10736283,540737.5,34795126,"Steinbach am Ziehberg","40919",628
"2008",10737862,543033.2,34794969,"Steinbach am Ziehberg","40919",646
"2009",10682836,564685,34794655,"Steinbach am Ziehberg","40919",676
"2010",10578091,650962.15,34794228,"Steinbach am Ziehberg","40919",780
"2011",10549537,657855.7,34795186,"Steinbach am Ziehberg","40919",798
"2012",10469709,647992.25,34794958,"Steinbach am Ziehberg","40919",790
"2013",10346527,578816.35,34792893,"Steinbach am Ziehberg","40919",699
"2014",10327103,578833.15,34792325,"Steinbach am Ziehberg","40919",707
"2015",10327565,581467.55,34793285,"Steinbach am Ziehberg","40919",704
"2016",10330238,582877.95,34793233,"Steinbach am Ziehberg","40919",709
"2002",17373393,629795.95,28231102,"Steinbach an der Steyr","40920",307
"2003",17373939,632943.85,28230254,"Steinbach an der Steyr","40920",312
"2004",17367274,643504.75,28230258,"Steinbach an der Steyr","40920",320
"2005",17375059,644433,28230315,"Steinbach an der Steyr","40920",324
"2006",17376596,649846.15,28230974,"Steinbach an der Steyr","40920",326
"2007",17388264,735097.45,28230936,"Steinbach an der Steyr","40920",370
"2008",17386222,734432.15,28230379,"Steinbach an der Steyr","40920",371
"2009",17387007,736087.5,28229912,"Steinbach an der Steyr","40920",368
"2010",17386824,736023.15,28230447,"Steinbach an der Steyr","40920",371
"2011",17386453,736049.15,28227610,"Steinbach an der Steyr","40920",375
"2012",17393388,767620.45,28230284,"Steinbach an der Steyr","40920",390
"2013",17392301,770535.25,28229776,"Steinbach an der Steyr","40920",384
"2014",17369662,762472.85,28229479,"Steinbach an der Steyr","40920",380
"2015",17372136,762203.1,28229263,"Steinbach an der Steyr","40920",375
"2016",17372884,768384.55,28229949,"Steinbach an der Steyr","40920",377
"2002",9710663,448711.25,37126176,"Vorderstoder","40921",575
"2003",9710663,449067.3,37126176,"Vorderstoder","40921",585
"2004",9711923,451833.65,37126773,"Vorderstoder","40921",597
"2005",9711933,453128.2,37126814,"Vorderstoder","40921",604
"2006",9713737,452762.2,37127319,"Vorderstoder","40921",591
"2007",9714193,453096.35,37127322,"Vorderstoder","40921",598
"2008",9714111,473213.25,37129026,"Vorderstoder","40921",616
"2009",9714541,473514.6,37129456,"Vorderstoder","40921",615
"2010",9581362,477359.4,37126192,"Vorderstoder","40921",615
"2011",9581062,478267.4,37125892,"Vorderstoder","40921",622
"2012",9465701,444080.35,37125579,"Vorderstoder","40921",574
"2013",9466296,444131.35,37125579,"Vorderstoder","40921",570
"2014",9397168,454623.75,37125579,"Vorderstoder","40921",572
"2015",9407351,455966.95,37125455,"Vorderstoder","40921",573
"2016",9407367,455999.1,37125455,"Vorderstoder","40921",564
"2002",28924635,918577.3,31569725,"Wartberg an der Krems","40922",306
"2003",28914313,927431.15,31570599,"Wartberg an der Krems","40922",313
"2004",28738632,1030126.85,31570593,"Wartberg an der Krems","40922",345
"2005",28612474,1059685.55,31585150,"Wartberg an der Krems","40922",358
"2006",28607606,1077096.3,31577477,"Wartberg an der Krems","40922",367
"2007",28602704,1086441.25,31579457,"Wartberg an der Krems","40922",370
"2008",28565817,1112767.3,31572124,"Wartberg an der Krems","40922",377
"2009",28561360,1148303.8,31572673,"Wartberg an der Krems","40922",392
"2010",28550948,1165668.95,31572666,"Wartberg an der Krems","40922",391
"2011",28550464,1167198.4,31573067,"Wartberg an der Krems","40922",392
"2012",28552363,1224249.85,31572423,"Wartberg an der Krems","40922",418
"2013",28547357,1224202.25,31572669,"Wartberg an der Krems","40922",418
"2014",28552433,1224310.55,31571223,"Wartberg an der Krems","40922",416
"2015",28553422,1231698.25,31571225,"Wartberg an der Krems","40922",416
"2016",28551408,1232291.45,31569629,"Wartberg an der Krems","40922",414
"2002",2802858,339648.75,4909725,"Windischgarsten","40923",145
"2003",2802928,341057.6,4909795,"Windischgarsten","40923",147
