"jahr","Dauersiedelungsraum","Versiegelt","Fläche","gemeinde","gkz","Versiegelt_percapita"
"2012",18780177,926465.2,30740509,"Eberau","10403",931
"2013",18780193,932343.05,30740513,"Eberau","10403",959
"2014",18782350,934099.9,30740509,"Eberau","10403",981
"2015",18782969,933352.2,30740509,"Eberau","10403",1006
"2016",18782999,935457.8,30740529,"Eberau","10403",999
"2002",12712814,725212.1,21628690,"Gerersdorf-Sulz","10404",684
"2003",11975175,704205.55,21629159,"Gerersdorf-Sulz","10404",676
"2004",11975469,707636.65,21629196,"Gerersdorf-Sulz","10404",663
"2005",11947351,708654.8,21629112,"Gerersdorf-Sulz","10404",677
"2006",11947223,708938.9,21628797,"Gerersdorf-Sulz","10404",671
"2007",11947291,708895.9,21628865,"Gerersdorf-Sulz","10404",676
"2008",11964277,680661.6,21628925,"Gerersdorf-Sulz","10404",640
"2009",11959002,669067.25,21628918,"Gerersdorf-Sulz","10404",635
"2010",11956109,669176.6,21628918,"Gerersdorf-Sulz","10404",642
"2011",11960233,668750.6,21628909,"Gerersdorf-Sulz","10404",641
"2012",12060401,718671.95,21628929,"Gerersdorf-Sulz","10404",692
"2013",12060992,718976.6,21628924,"Gerersdorf-Sulz","10404",701
"2014",12019866,721790.3,21628909,"Gerersdorf-Sulz","10404",717
"2015",12020209,725687.95,21628897,"Gerersdorf-Sulz","10404",713
"2016",12020167,725436.65,21628858,"Gerersdorf-Sulz","10404",723
"2002",28553688,1729943.7,49314157,"Güssing","10405",450
"2003",28718423,1766242.3,49314157,"Güssing","10405",460
"2004",28691437,1783691.85,49314243,"Güssing","10405",464
"2005",28691743,1792982.5,49314248,"Güssing","10405",467
"2006",28694534,1796526.9,49314389,"Güssing","10405",471
"2007",28686318,1804544.15,49314437,"Güssing","10405",475
"2008",28721982,1946318.95,49314431,"Güssing","10405",518
"2009",28401798,1992869.25,49314493,"Güssing","10405",532
"2010",28369254,1997627.3,49314443,"Güssing","10405",534
"2011",28328968,1981773.45,49314366,"Güssing","10405",527
"2012",28508728,2104400.85,49314485,"Güssing","10405",555
"2013",28508752,2104152.45,49314509,"Güssing","10405",558
"2014",28480662,2106794,49314480,"Güssing","10405",562
"2015",28482163,2107380.8,49314491,"Güssing","10405",568
"2016",28478245,2093866.45,49314408,"Güssing","10405",572
"2002",9675919,492237.15,15897656,"Güttenbach","10406",484
"2003",9671836,492242.35,15897656,"Güttenbach","10406",497
"2004",9671873,492738.5,15897656,"Güttenbach","10406",507
"2005",9673719,494316.5,15897706,"Güttenbach","10406",508
"2006",9674382,494576.5,15897717,"Güttenbach","10406",513
"2007",9674472,494641.3,15897807,"Güttenbach","10406",515
"2008",9643638,482618.9,15897761,"Güttenbach","10406",509
"2009",9643638,482618.9,15897761,"Güttenbach","10406",505
"2010",9643726,482685.9,15897781,"Güttenbach","10406",503
"2011",9643801,482583.35,15897781,"Güttenbach","10406",512
"2012",9632714,513595.3,15897767,"Güttenbach","10406",546
"2013",9621553,513566.55,15897767,"Güttenbach","10406",558
"2014",9625426,513717.75,15897758,"Güttenbach","10406",560
"2015",9625428,513871.75,15897760,"Güttenbach","10406",562
"2016",9623639,513871.75,15897742,"Güttenbach","10406",577
"2002",19593217,1001081.65,33513060,"Heiligenbrunn","10407",1060
"2003",19695225,1031537.25,33513056,"Heiligenbrunn","10407",1113
"2004",19973655,1036365.1,33513056,"Heiligenbrunn","10407",1128
"2005",19974336,1036399.35,33513055,"Heiligenbrunn","10407",1143
"2006",19974356,1037156.95,33513075,"Heiligenbrunn","10407",1172
"2007",19953781,1028012.05,33513656,"Heiligenbrunn","10407",1194
"2008",19917814,1029875.85,33514066,"Heiligenbrunn","10407",1223
"2009",19542023,957890.85,33514066,"Heiligenbrunn","10407",1096
"2010",19458027,946548.7,33514068,"Heiligenbrunn","10407",1124
"2011",19389652,923369,33514062,"Heiligenbrunn","10407",1111
"2012",19238884,905297.75,33513275,"Heiligenbrunn","10407",1083
"2013",19238893,905296.55,33513284,"Heiligenbrunn","10407",1109
"2014",19242472,905605.15,33513292,"Heiligenbrunn","10407",1081
"2015",19242302,905733.25,33513292,"Heiligenbrunn","10407",1113
"2016",19242297,905733.25,33513291,"Heiligenbrunn","10407",1118
"2002",25035913,1312276.1,40500545,"Kukmirn","10408",657
"2003",24136977,1345749.8,40501298,"Kukmirn","10408",689
"2004",24135159,1347273,40501298,"Kukmirn","10408",686
"2005",24136825,1350622.2,40500567,"Kukmirn","10408",686
"2006",24137948,1354986.7,40500553,"Kukmirn","10408",699
"2007",24163336,1360764.25,40500553,"Kukmirn","10408",689
"2008",24167178,1360784.8,40500537,"Kukmirn","10408",683
"2009",24082172,1381171.45,40500588,"Kukmirn","10408",692
"2010",24063979,1382945.15,40500583,"Kukmirn","10408",690
"2011",24055717,1383706.4,40500582,"Kukmirn","10408",695
"2012",23975936,1518957.9,40500167,"Kukmirn","10408",758
"2013",23975628,1518504.8,40500179,"Kukmirn","10408",746
"2014",23971497,1523307.1,40500183,"Kukmirn","10408",748
"2015",23863171,1558359.15,40500711,"Kukmirn","10408",768
"2016",23864619,1561741.95,40500609,"Kukmirn","10408",773
"2002",6597462,534283.05,17607125,"Neuberg im Burgenland","10409",502
"2003",6598575,535308.75,17607645,"Neuberg im Burgenland","10409",513
"2004",6584118,542164,17607645,"Neuberg im Burgenland","10409",525
"2005",6590941,545521.8,17607645,"Neuberg im Burgenland","10409",541
"2006",6577869,547630.15,17607651,"Neuberg im Burgenland","10409",538
"2007",6580013,548905.5,17607663,"Neuberg im Burgenland","10409",541
"2008",6499533,548160.85,17607592,"Neuberg im Burgenland","10409",536
"2009",6496982,547701.1,17607601,"Neuberg im Burgenland","10409",540
"2010",6496319,549226.25,17607611,"Neuberg im Burgenland","10409",534
"2011",6491718,549016.5,17607611,"Neuberg im Burgenland","10409",535
"2012",6459850,572106.9,17607033,"Neuberg im Burgenland","10409",563
"2013",6450248,572320.1,17607664,"Neuberg im Burgenland","10409",576
"2014",6453319,575858.3,17607664,"Neuberg im Burgenland","10409",598
"2015",6459628,579600.1,17607679,"Neuberg im Burgenland","10409",600
"2016",6459691,579600.1,17607742,"Neuberg im Burgenland","10409",608
"2002",6454461,386358.85,11443383,"Neustift bei Güssing","10410",680
"2003",5997832,368366.85,11443383,"Neustift bei Güssing","10410",669
"2004",6010322,381411.9,11450973,"Neustift bei Güssing","10410",714
"2005",6002478,381041,11443353,"Neustift bei Güssing","10410",707
"2006",5981743,381039.5,11443335,"Neustift bei Güssing","10410",724
"2007",5981270,381039.5,11443335,"Neustift bei Güssing","10410",736
"2008",5901382,365404.2,11443328,"Neustift bei Güssing","10410",712
"2009",5899869,364924.2,11443370,"Neustift bei Güssing","10410",713
"2010",5901522,364936.45,11443357,"Neustift bei Güssing","10410",698
"2011",5902080,365573,11443340,"Neustift bei Güssing","10410",703
"2012",5961176,382873.5,11443320,"Neustift bei Güssing","10410",754
"2013",5961182,382873.5,11443326,"Neustift bei Güssing","10410",770
"2014",5953248,379861.1,11443326,"Neustift bei Güssing","10410",746
"2015",5953252,379861.1,11443326,"Neustift bei Güssing","10410",777
"2016",5953221,379856.3,11443295,"Neustift bei Güssing","10410",757
"2002",8631495,552112.2,17378230,"Olbendorf","10411",394
"2003",8625339,552926.1,17378230,"Olbendorf","10411",400
"2004",8625339,552875.85,17378230,"Olbendorf","10411",404
"2005",8628190,552702.3,17378240,"Olbendorf","10411",407
"2006",8627590,553643.35,17378235,"Olbendorf","10411",414
"2007",8629745,556204.95,17378235,"Olbendorf","10411",409
"2008",8579072,577344.65,17378226,"Olbendorf","10411",422
"2009",8580411,577739.85,17378198,"Olbendorf","10411",415
"2010",8552970,580979.35,17378198,"Olbendorf","10411",423
"2011",8552434,580986.95,17378198,"Olbendorf","10411",411
"2012",8537369,616755,17378167,"Olbendorf","10411",439
"2013",8532422,616719.05,17378188,"Olbendorf","10411",432
"2014",8532917,617007.65,17378231,"Olbendorf","10411",428
"2015",8532904,618749.7,17378219,"Olbendorf","10411",423
"2016",8532899,620024.9,17378214,"Olbendorf","10411",420
"2002",5487653,330962.5,8856480,"Ollersdorf im Burgenland","10412",333
"2003",5094826,395929.25,8856480,"Ollersdorf im Burgenland","10412",403
"2004",5092316,395734.5,8856522,"Ollersdorf im Burgenland","10412",397
"2005",5090959,396707.95,8856489,"Ollersdorf im Burgenland","10412",404
"2006",5091016,396707.95,8856546,"Ollersdorf im Burgenland","10412",403
"2007",5091579,399551.35,8856544,"Ollersdorf im Burgenland","10412",408
"2008",5056946,410480.6,8856554,"Ollersdorf im Burgenland","10412",421
"2009",5056942,410459.1,8856550,"Ollersdorf im Burgenland","10412",422
"2010",5056942,410934.95,8856550,"Ollersdorf im Burgenland","10412",428
"2011",5057244,411839,8856562,"Ollersdorf im Burgenland","10412",422
"2012",5026420,449444.1,8856464,"Ollersdorf im Burgenland","10412",460
"2013",5029054,449444.1,8856455,"Ollersdorf im Burgenland","10412",450
"2014",5029062,450316.15,8856465,"Ollersdorf im Burgenland","10412",456
"2015",5029083,450313.65,8856486,"Ollersdorf im Burgenland","10412",453
"2016",5031576,450071.65,8856523,"Ollersdorf im Burgenland","10412",459
"2002",12245317,765732.15,18374960,"Sankt Michael im Burgenland","10413",704
"2003",12108760,729216.1,18374976,"Sankt Michael im Burgenland","10413",685
"2004",12113019,729252.4,18374976,"Sankt Michael im Burgenland","10413",683
"2005",12125503,732941.8,18374950,"Sankt Michael im Burgenland","10413",687
"2006",12123027,736183.15,18374950,"Sankt Michael im Burgenland","10413",696
"2007",12122428,735938.1,18374985,"Sankt Michael im Burgenland","10413",710
"2008",12087735,714157.15,18374995,"Sankt Michael im Burgenland","10413",680
"2009",12084320,714334.15,18374995,"Sankt Michael im Burgenland","10413",681
"2010",12084135,716230.15,18374995,"Sankt Michael im Burgenland","10413",697
"2011",12068475,716364.5,18375043,"Sankt Michael im Burgenland","10413",700
"2012",12057680,695425.15,18375014,"Sankt Michael im Burgenland","10413",685
"2013",12056696,696481.5,18374981,"Sankt Michael im Burgenland","10413",696
"2014",12059970,697699.35,18374986,"Sankt Michael im Burgenland","10413",696
"2015",12060076,699569.9,18375006,"Sankt Michael im Burgenland","10413",703
"2016",12060039,699663.5,18375036,"Sankt Michael im Burgenland","10413",702
"2002",10745319,999335.7,17768931,"Stegersbach","10414",420
"2003",10514738,1043495.25,17773574,"Stegersbach","10414",439
"2004",10512072,1043974.4,17773592,"Stegersbach","10414",437
"2005",10512074,1044239.2,17773587,"Stegersbach","10414",430
"2006",10513027,1052129.2,17773613,"Stegersbach","10414",432
"2007",10514262,1053305.15,17773764,"Stegersbach","10414",430
"2008",10527461,1091168.45,17773837,"Stegersbach","10414",448
"2009",10481083,1105031.15,17773611,"Stegersbach","10414",446
"2010",10462154,1114453.9,17773614,"Stegersbach","10414",448
"2011",10464628,1111940,17773602,"Stegersbach","10414",441
"2012",10444454,1236715.85,17773588,"Stegersbach","10414",484
"2013",10444310,1239404.05,17773568,"Stegersbach","10414",485
"2014",10457776,1239449.05,17773540,"Stegersbach","10414",484
"2015",10457945,1240874.7,17773602,"Stegersbach","10414",487
"2016",10453803,1240649.5,17773593,"Stegersbach","10414",474
"2002",4223250,335125.35,9499618,"Stinatz","10415",244
"2003",3855101,343317.1,9499618,"Stinatz","10415",241
"2004",3854722,345570.25,9499573,"Stinatz","10415",242
"2005",3854039,347786.75,9499556,"Stinatz","10415",243
"2006",3854029,347786.75,9499546,"Stinatz","10415",250
"2007",3854975,347787.05,9500492,"Stinatz","10415",249
"2008",3794039,349224.1,9500492,"Stinatz","10415",253
"2009",3796411,351153.35,9500970,"Stinatz","10415",252
"2010",3782826,355926.9,9500930,"Stinatz","10415",257
"2011",3780939,355927.45,9500930,"Stinatz","10415",263
"2012",3758884,354789.25,9500952,"Stinatz","10415",252
"2013",3757469,354668.15,9499538,"Stinatz","10415",257
"2014",3753543,354668.15,9499538,"Stinatz","10415",259
"2015",3753549,355038,9499544,"Stinatz","10415",266
"2016",3753763,355491,9499595,"Stinatz","10415",265
"2002",13284108,695995.65,23773557,"Strem","10416",752
"2003",13236011,743816.1,23773557,"Strem","10416",814
"2004",13236709,744333.9,23773592,"Strem","10416",822
"2005",13232831,744351.05,23773597,"Strem","10416",815
"2006",13236541,745985.1,23773577,"Strem","10416",807
"2007",13225885,745870.1,23773808,"Strem","10416",803
"2008",13169649,751051.65,23774745,"Strem","10416",805
"2009",13132084,739558.6,23777367,"Strem","10416",806
"2010",13123564,741905.7,23777367,"Strem","10416",786
"2011",13121561,740309.5,23777367,"Strem","10416",787
"2012",13209716,584187.5,23777456,"Strem","10416",630
"2013",13210344,584709.2,23777451,"Strem","10416",623
"2014",13196668,585154.45,23777449,"Strem","10416",637
"2015",13196658,585129.25,23777439,"Strem","10416",631
"2016",13205532,583608.5,23777407,"Strem","10416",635
"2002",24329061,1360244.3,58137921,"Tobaj","10417",980
"2003",24398863,1705806.3,58138109,"Tobaj","10417",1219
"2004",24297991,1734171.2,58138084,"Tobaj","10417",1241
"2005",24297689,1733828.95,58138076,"Tobaj","10417",1227
"2006",24296772,1735030.9,58138099,"Tobaj","10417",1192
"2007",24289686,1737959.4,58138233,"Tobaj","10417",1192
"2008",23984694,1566720.6,58138236,"Tobaj","10417",1082
"2009",23978918,1566503.1,58138222,"Tobaj","10417",1082
"2010",23955852,1582045.8,58138178,"Tobaj","10417",1105
"2011",23945672,1566977.05,58138246,"Tobaj","10417",1129
"2012",23748463,1387693.6,58138192,"Tobaj","10417",997
"2013",23748555,1387926.25,58138284,"Tobaj","10417",970
"2014",23745261,1387999.45,58138295,"Tobaj","10417",982
"2015",23745245,1388002.85,58138279,"Tobaj","10417",968
"2016",23745428,1388830.8,58138391,"Tobaj","10417",976
"2002",2938606,153778.1,3867755,"Hackerberg","10418",408
"2003",2857475,149362.5,3867755,"Hackerberg","10418",408
"2004",2857476,149425.2,3867756,"Hackerberg","10418",411
"2005",2857476,149425.2,3867756,"Hackerberg","10418",425
"2006",2859867,149435,3867751,"Hackerberg","10418",431
"2007",2859837,149435,3867721,"Hackerberg","10418",426
"2008",2849224,148991.75,3867709,"Hackerberg","10418",417
"2009",2815634,142884.75,3867718,"Hackerberg","10418",400
"2010",2815637,143146.55,3867721,"Hackerberg","10418",400
"2011",2815632,143588.75,3867716,"Hackerberg","10418",394
"2012",2789273,160669.6,3867669,"Hackerberg","10418",443
"2013",2789272,160669.6,3867668,"Hackerberg","10418",456
"2014",2789272,160669.6,3867668,"Hackerberg","10418",446
"2015",2790480,160669.6,3867668,"Hackerberg","10418",448
"2016",2790667,160752.35,3867688,"Hackerberg","10418",438
"2002",3695254,188120.55,4764845,"Wörterberg","10419",388
"2003",3458472,190642.4,4764845,"Wörterberg","10419",397
"2004",3459077,190643.15,4764923,"Wörterberg","10419",401
"2005",3459077,190643.15,4764923,"Wörterberg","10419",398
"2006",3458909,190808.15,4764886,"Wörterberg","10419",394
"2007",3452777,190659.5,4764880,"Wörterberg","10419",385
"2008",3452702,192314.2,4764880,"Wörterberg","10419",400
"2009",3343897,179013.2,4764870,"Wörterberg","10419",365
"2010",3342476,179238.45,4764862,"Wörterberg","10419",354
"2011",3342471,179294.9,4764857,"Wörterberg","10419",363
"2012",3350479,182915.3,4764864,"Wörterberg","10419",364
"2013",3350414,182867.3,4764864,"Wörterberg","10419",359
"2014",3346772,182778.9,4764855,"Wörterberg","10419",372
"2015",3334984,182705.4,4764843,"Wörterberg","10419",377
"2016",3334984,182705.4,4764843,"Wörterberg","10419",345
"2002",4028029,195525,7920062,"Großmürbisch","10420",706
"2003",4043060,195700.05,7920062,"Großmürbisch","10420",706
"2004",3619337,186564.45,7920062,"Großmürbisch","10420",701
"2005",3619337,186564.45,7920062,"Großmürbisch","10420",707
"2006",3614558,186618.45,7920179,"Großmürbisch","10420",684
"2007",3603546,186783,7920193,"Großmürbisch","10420",689
"2008",3555248,179267.9,7920145,"Großmürbisch","10420",659
"2009",3561164,176586.15,7920145,"Großmürbisch","10420",637
"2010",3561155,177032.2,7920145,"Großmürbisch","10420",651
"2011",3553768,176982.4,7920145,"Großmürbisch","10420",660
"2012",3615192,183587.75,7920256,"Großmürbisch","10420",701
"2013",3615192,183867.95,7920256,"Großmürbisch","10420",707
"2014",3607367,183867.95,7920256,"Großmürbisch","10420",724
"2015",3607360,183864.35,7920249,"Großmürbisch","10420",741
"2016",3607360,183864.35,7920249,"Großmürbisch","10420",750
"2002",3875457,209553.35,5973429,"Inzenhof","10421",647
"2003",3510947,202918.2,5973429,"Inzenhof","10421",642
"2004",3510899,221773.35,5973390,"Inzenhof","10421",706
"2005",3510899,221773.35,5973390,"Inzenhof","10421",706
"2006",3507702,220596,5973408,"Inzenhof","10421",707
"2007",3507690,220596,5973396,"Inzenhof","10421",696
"2008",3438784,226124.25,5973396,"Inzenhof","10421",722
"2009",3438784,226124.25,5973396,"Inzenhof","10421",718
"2010",3444576,226875.25,5973363,"Inzenhof","10421",677
"2011",3446126,226880.85,5973300,"Inzenhof","10421",692
"2012",3504208,244480.35,5973276,"Inzenhof","10421",748
"2013",3510097,244480.35,5973274,"Inzenhof","10421",723
"2014",3510097,244480.35,5973274,"Inzenhof","10421",703
"2015",3510097,244480.35,5973274,"Inzenhof","10421",719
"2016",3510109,244480.35,5973286,"Inzenhof","10421",717
"2002",2584331,138484.75,4293078,"Kleinmürbisch","10422",537
"2003",2476299,127972.95,4293078,"Kleinmürbisch","10422",496
"2004",2476299,130476,4293078,"Kleinmürbisch","10422",514
"2005",2476299,130476,4293078,"Kleinmürbisch","10422",508
"2006",2476303,130476,4293082,"Kleinmürbisch","10422",516
"2007",2475460,130991.8,4293082,"Kleinmürbisch","10422",522
"2008",2390550,135262,4293082,"Kleinmürbisch","10422",539
"2009",2402691,136637.05,4293088,"Kleinmürbisch","10422",549
"2010",2395972,135379.85,4293088,"Kleinmürbisch","10422",533
